url,status,crawl_status
http://www.neoncrm.com,200,finished
http://www.neoncrm.com/,200,finished
http://www.neoncrm.com/blog/,200,finished
http://www.neoncrm.com/demo/,200,finished
http://www.neoncrm.com/fundraising-software/,200,finished
http://www.neoncrm.com/integrations/,200,finished
http://www.neoncrm.com/neon-one-nonprofit-network/,200,finished
http://www.neoncrm.com/neon-one/,200,finished
http://www.neoncrm.com/nonprofit-software/,200,finished
http://www.neoncrm.com/nonprofit-websites/,200,finished
http://www.neoncrm.com/nonprofit-websites/neon-web-studio/,200,finished
http://www.neoncrm.com/raise/,200,finished
http://www.neoncrm.com/top-nonprofit-website-builders/,200,finished
http://www.neoncrm.com/workflows/,200,finished
https://www.neoncrm.com,200,finished
https://www.neoncrm.com/,200,finished
https://www.neoncrm.com//www.slideshare.net/NeonCRM,200,finished
https://www.neoncrm.com//www.slideshare.net/NeonCRM/givingtuesday-designing-a-donation-experience-for-stewardship,200,finished
https://www.neoncrm.com/10-favorite-zapier-app-integrations/,200,finished
https://www.neoncrm.com/10-nptech-statistics/,200,finished
https://www.neoncrm.com/10-steps-for-a-successful-website-project/,200,finished
https://www.neoncrm.com/10-strategies-earn-keep-nonprofit-donor-trust/,200,finished
https://www.neoncrm.com/10-takeaways-giving-usa/,200,finished
https://www.neoncrm.com/10-ways-prospect-research-can-increase-donations/,200,finished
https://www.neoncrm.com/10-year-end-giving-statistics-every-fundraiser-should-know/,200,finished
https://www.neoncrm.com/15ntc-recap-on-another-great-conference/,200,finished
https://www.neoncrm.com/15ntc-top-five-events-in-austin-this-year/,200,finished
https://www.neoncrm.com/2012/05/,200,finished
https://www.neoncrm.com/2012/07/,200,finished
https://www.neoncrm.com/2012/08/,200,finished
https://www.neoncrm.com/2012/09/,200,finished
https://www.neoncrm.com/2012/10/,200,finished
https://www.neoncrm.com/2012/11/,200,finished
https://www.neoncrm.com/2012/12/,200,finished
https://www.neoncrm.com/2013/01/,200,finished
https://www.neoncrm.com/2013/03/,200,finished
https://www.neoncrm.com/2013/04/,200,finished
https://www.neoncrm.com/2013/06/,200,finished
https://www.neoncrm.com/2013/07/,200,finished
https://www.neoncrm.com/2013/08/,200,finished
https://www.neoncrm.com/2013/09/,200,finished
https://www.neoncrm.com/2013/10/,200,finished
https://www.neoncrm.com/2013/11/,200,finished
https://www.neoncrm.com/2014/02/,200,finished
https://www.neoncrm.com/2014/06/,200,finished
https://www.neoncrm.com/2014/08/,200,finished
https://www.neoncrm.com/2015/02/,200,finished
https://www.neoncrm.com/2015/03/,200,finished
https://www.neoncrm.com/2015/06/,200,finished
https://www.neoncrm.com/2015/07/,200,finished
https://www.neoncrm.com/2015/08/,200,finished
https://www.neoncrm.com/2015/09/,200,finished
https://www.neoncrm.com/2015/10/,200,finished
https://www.neoncrm.com/2015/11/,200,finished
https://www.neoncrm.com/2015/12/,200,finished
https://www.neoncrm.com/2016/01/,200,finished
https://www.neoncrm.com/2016/02/,200,finished
https://www.neoncrm.com/2016/03/,200,finished
https://www.neoncrm.com/2016/04/,200,finished
https://www.neoncrm.com/2016/05/,200,finished
https://www.neoncrm.com/2016/06/,200,finished
https://www.neoncrm.com/2016/07/,200,finished
https://www.neoncrm.com/2016/08/,200,finished
https://www.neoncrm.com/2016/09/,200,finished
https://www.neoncrm.com/2016/10/,200,finished
https://www.neoncrm.com/2016/11/,200,finished
https://www.neoncrm.com/2016/12/,200,finished
https://www.neoncrm.com/2017/01/,200,finished
https://www.neoncrm.com/2017/02/,200,finished
https://www.neoncrm.com/2017/03/,200,finished
https://www.neoncrm.com/2017/04/,200,finished
https://www.neoncrm.com/2017/05/,200,finished
https://www.neoncrm.com/2017/06/,200,finished
https://www.neoncrm.com/2017/07/,200,finished
https://www.neoncrm.com/2017/08/,200,finished
https://www.neoncrm.com/2017/09/,200,finished
https://www.neoncrm.com/2017/10/,200,finished
https://www.neoncrm.com/2017/11/,200,finished
https://www.neoncrm.com/2017/12/,200,finished
https://www.neoncrm.com/2018/01/,200,finished
https://www.neoncrm.com/2018/02/,200,finished
https://www.neoncrm.com/2018/03/,200,finished
https://www.neoncrm.com/2018/04/,200,finished
https://www.neoncrm.com/2018/05/,200,finished
https://www.neoncrm.com/2018/06/,200,finished
https://www.neoncrm.com/2018/07/,200,finished
https://www.neoncrm.com/2018/08/,200,finished
https://www.neoncrm.com/2018/09/,200,finished
https://www.neoncrm.com/2018/10/,200,finished
https://www.neoncrm.com/2018/11/,200,finished
https://www.neoncrm.com/2018/12/,200,finished
https://www.neoncrm.com/2019-nonprofit-leadership-study-findings/,200,finished
https://www.neoncrm.com/2019/01/,200,finished
https://www.neoncrm.com/2019/02/,200,finished
https://www.neoncrm.com/2019/03/,200,finished
https://www.neoncrm.com/2019/04/,200,finished
https://www.neoncrm.com/2019/05/,200,finished
https://www.neoncrm.com/2019/06/,200,finished
https://www.neoncrm.com/2019/07/,200,finished
https://www.neoncrm.com/2019/08/,200,finished
https://www.neoncrm.com/2019/09/,200,finished
https://www.neoncrm.com/2019/10/,200,finished
https://www.neoncrm.com/2019/11/,200,finished
https://www.neoncrm.com/2020/01/,200,finished
https://www.neoncrm.com/3-donor-management-solutions-to-improve-donor-retention/,200,finished
https://www.neoncrm.com/3-ways-difficult-conversation/,200,finished
https://www.neoncrm.com/3-ways-ministries-overcome-fundraising-fear/,200,finished
https://www.neoncrm.com/3-ways-refresh-community-engagement/,200,finished
https://www.neoncrm.com/3-wonderful-womens-advocacy-website/,200,finished
https://www.neoncrm.com/4-mobile-apps-every-smart-fundraiser-should-be-using/,200,finished
https://www.neoncrm.com/4-nonprofits-love/,200,finished
https://www.neoncrm.com/4-signs-nonprofit-needs-new-website/,200,finished
https://www.neoncrm.com/4-ways-to-manage-donor-data/,200,finished
https://www.neoncrm.com/5-best-nonprofit-website-trends-of-2016/,200,finished
https://www.neoncrm.com/5-creative-ideas-to-maximize-fundraising-at-your-nonprofits-next-fundraising-event/,200,finished
https://www.neoncrm.com/5-elements-of-diverse-board/,200,finished
https://www.neoncrm.com/5-podcasts-nonprofit-professionals-need/,200,finished
https://www.neoncrm.com/5-stellar-nonprofits-using-social-media/,200,finished
https://www.neoncrm.com/5-text-give-challenges-how-to-solve/,200,finished
https://www.neoncrm.com/5-ways-benefit-mobile-fundraising/,200,finished
https://www.neoncrm.com/5-ways-to-make-this-givingtuesday-about-donor-retention/,200,finished
https://www.neoncrm.com/5-ways-workflows-can-automate-your-year-end-fundraising-campaign/,200,finished
https://www.neoncrm.com/6-biggest-mistakes-nonprofit-websites-make/,200,finished
https://www.neoncrm.com/6-new-years-resolutions-for-nonprofits/,200,finished
https://www.neoncrm.com/6-ways-nonprofit-can-promote-matching-gifts/,200,finished
https://www.neoncrm.com/7-building-block-questions-ask/,200,finished
https://www.neoncrm.com/8-easy-ways-to-delight-your-members/,200,finished
https://www.neoncrm.com/8-ways-reconnect-lapsed-donors/,200,finished
https://www.neoncrm.com/8866-2/,200,finished
https://www.neoncrm.com/Chicago/,200,finished
https://www.neoncrm.com/a-few-ways-to-avoid-donor-fatigue/,200,finished
https://www.neoncrm.com/a-givingtuesday-reality-check/,200,finished
https://www.neoncrm.com/abila-yourmembership-software-acquisition/,200,finished
https://www.neoncrm.com/about/,200,finished
https://www.neoncrm.com/adaptive-sports-fundraising-guide/,200,finished
https://www.neoncrm.com/adwords-membership/,200,finished
https://www.neoncrm.com/afp-2/,200,finished
https://www.neoncrm.com/alternative/,200,finished
https://www.neoncrm.com/alternative/abila/,200,finished
https://www.neoncrm.com/alternative/bloomerang/,200,finished
https://www.neoncrm.com/alternative/civicrm/,200,finished
https://www.neoncrm.com/alternative/donorperfect/,200,finished
https://www.neoncrm.com/alternative/etapestry/,200,finished
https://www.neoncrm.com/alternative/everyaction/,200,finished
https://www.neoncrm.com/alternative/giftworks/,200,finished
https://www.neoncrm.com/alternative/kindful/,200,finished
https://www.neoncrm.com/alternative/network-for-good/,200,finished
https://www.neoncrm.com/alternative/raisers-edge/,200,finished
https://www.neoncrm.com/alternative/salesforce/,200,finished
https://www.neoncrm.com/alternative/salsa/,200,finished
https://www.neoncrm.com/alternative/wild-apricot/,200,finished
https://www.neoncrm.com/animated-columns/animal-wildlife-organizations/,200,finished
https://www.neoncrm.com/animated-columns/arts-culture-humanities-organizations/,200,finished
https://www.neoncrm.com/animated-columns/automated-correspondence/,200,finished
https://www.neoncrm.com/animated-columns/build-online-donation-forms/,200,finished
https://www.neoncrm.com/animated-columns/custom-websites/,200,finished
https://www.neoncrm.com/animated-columns/donor-management/,200,finished
https://www.neoncrm.com/animated-columns/education/,200,finished
https://www.neoncrm.com/animated-columns/environmental/,200,finished
https://www.neoncrm.com/animated-columns/faith/,200,finished
https://www.neoncrm.com/animated-columns/foundations/,200,finished
https://www.neoncrm.com/animated-columns/human-services/,200,finished
https://www.neoncrm.com/animated-columns/humanitarian/,200,finished
https://www.neoncrm.com/animated-columns/inspire-series/,200,finished
https://www.neoncrm.com/animated-columns/knowledge-base/,200,finished
https://www.neoncrm.com/animated-columns/live-chat-empower/,200,finished
https://www.neoncrm.com/animated-columns/live-chat/,200,finished
https://www.neoncrm.com/animated-columns/medical-wellness/,200,finished
https://www.neoncrm.com/animated-columns/nonprofit-web-design/,200,finished
https://www.neoncrm.com/animated-columns/online-fundraising/,200,finished
https://www.neoncrm.com/animated-columns/phone-support-empower/,200,finished
https://www.neoncrm.com/animated-columns/phone-support/,200,finished
https://www.neoncrm.com/animated-columns/professional-associations/,200,finished
https://www.neoncrm.com/animated-columns/save-time-grow-mission/,200,finished
https://www.neoncrm.com/animated-columns/social-justice-activism/,200,finished
https://www.neoncrm.com/animated-columns/support-packages/,200,finished
https://www.neoncrm.com/animated-columns/ticket-based-support-empower/,200,finished
https://www.neoncrm.com/animated-columns/ticket-based-support/,200,finished
https://www.neoncrm.com/animated-columns/track-donor-data/,200,finished
https://www.neoncrm.com/animated-columns/training-videos/,200,finished
https://www.neoncrm.com/animated-columns/webinars/,200,finished
https://www.neoncrm.com/animated-columns/youth-organizations/,200,finished
https://www.neoncrm.com/annual-fund-101-getting-started/,200,finished
https://www.neoncrm.com/annual-fund-guide-download,200,finished
https://www.neoncrm.com/annual-fund-key-to-donor-retention/,200,finished
https://www.neoncrm.com/annual-fund-resources/,200,finished
https://www.neoncrm.com/annual-giving-definitive-guide/,200,finished
https://www.neoncrm.com/annual-giving-strategies-5-ways-flip-the-script/,200,finished
https://www.neoncrm.com/annual-giving-webinar-recap/,200,finished
https://www.neoncrm.com/are-your-donation-forms-optimized/,200,finished
https://www.neoncrm.com/art-of-peer-to-peer-fundraising/,200,finished
https://www.neoncrm.com/ask-major-gift-practice-prepare/,200,finished
https://www.neoncrm.com/attendee-retention-tips-event/,200,finished
https://www.neoncrm.com/author/,404,finished
https://www.neoncrm.com/author/adam-stevenson/,200,finished
https://www.neoncrm.com/author/adam-weinger/,200,finished
https://www.neoncrm.com/author/adam-wilbur/,200,finished
https://www.neoncrm.com/author/adamweinger/,200,finished
https://www.neoncrm.com/author/alexa-lemzy/,200,finished
https://www.neoncrm.com/author/alisha-johnson/,200,finished
https://www.neoncrm.com/author/amy-eisenstein/,200,finished
https://www.neoncrm.com/author/ben-miller/,200,finished
https://www.neoncrm.com/author/bethany-lang/,200,finished
https://www.neoncrm.com/author/betsygonzalez/,200,finished
https://www.neoncrm.com/author/bill-tedesco/,200,finished
https://www.neoncrm.com/author/blue-sky-elearn/,200,finished
https://www.neoncrm.com/author/blyons/,200,finished
https://www.neoncrm.com/author/bobby-kaighn/,200,finished
https://www.neoncrm.com/author/brady-josephson/,200,finished
https://www.neoncrm.com/author/brendan-noone/,200,finished
https://www.neoncrm.com/author/brendanciecko/,200,finished
https://www.neoncrm.com/author/brian-kurth/,200,finished
https://www.neoncrm.com/author/casey-wittekind/,200,finished
https://www.neoncrm.com/author/cathexis-partners/,200,finished
https://www.neoncrm.com/author/cchatterton/,200,finished
https://www.neoncrm.com/author/chanellturner/,200,finished
https://www.neoncrm.com/author/chris-tourre/,200,finished
https://www.neoncrm.com/author/claireaxelrad/,200,finished
https://www.neoncrm.com/author/cnolan/,200,finished
https://www.neoncrm.com/author/colin-pizarek/,200,finished
https://www.neoncrm.com/author/continuetogive/,200,finished
https://www.neoncrm.com/author/cougar-mountain-software/,200,finished
https://www.neoncrm.com/author/debbi-stanley-cfre/,200,finished
https://www.neoncrm.com/author/denise-barreto/,200,finished
https://www.neoncrm.com/author/desireeadaway/,200,finished
https://www.neoncrm.com/author/donorhub/,200,finished
https://www.neoncrm.com/author/dorothee-racette/,200,finished
https://www.neoncrm.com/author/ellen-bristol/,200,finished
https://www.neoncrm.com/author/eric-leland/,200,finished
https://www.neoncrm.com/author/ethan-kotel/,200,finished
https://www.neoncrm.com/author/francishoang/,200,finished
https://www.neoncrm.com/author/gabe-veach/,200,finished
https://www.neoncrm.com/author/gareth-simpson/,200,finished
https://www.neoncrm.com/author/gesture/,200,finished
https://www.neoncrm.com/author/haley-boeschen/,200,finished
https://www.neoncrm.com/author/heidi-massey/,200,finished
https://www.neoncrm.com/author/higherlogic/,200,finished
