url,crawled
https://www.civicore.com,TRUE
https://www.civicore.com/,TRUE
https://www.civicore.com/about/,TRUE
https://www.civicore.com/about/alex-bieling-product-and-project-manager/,TRUE
https://www.civicore.com/about/charles-chic-naumer-ceo/,TRUE
https://www.civicore.com/about/civicore-blog/,TRUE
https://www.civicore.com/about/civicore-blog/page/10/,TRUE
https://www.civicore.com/about/civicore-blog/page/11/,TRUE
https://www.civicore.com/about/civicore-blog/page/12/,TRUE
https://www.civicore.com/about/civicore-blog/page/13/,TRUE
https://www.civicore.com/about/civicore-blog/page/14/,TRUE
https://www.civicore.com/about/civicore-blog/page/15/,TRUE
https://www.civicore.com/about/civicore-blog/page/16/,TRUE
https://www.civicore.com/about/civicore-blog/page/17/,TRUE
https://www.civicore.com/about/civicore-blog/page/18/,TRUE
https://www.civicore.com/about/civicore-blog/page/19/,TRUE
https://www.civicore.com/about/civicore-blog/page/2/,TRUE
https://www.civicore.com/about/civicore-blog/page/3/,TRUE
https://www.civicore.com/about/civicore-blog/page/4/,TRUE
https://www.civicore.com/about/civicore-blog/page/5/,TRUE
https://www.civicore.com/about/civicore-blog/page/6/,TRUE
https://www.civicore.com/about/civicore-blog/page/7/,TRUE
https://www.civicore.com/about/civicore-blog/page/8/,TRUE
https://www.civicore.com/about/civicore-blog/page/9/,TRUE
https://www.civicore.com/about/clayton-bailey-software-engineer/,TRUE
https://www.civicore.com/about/colin-dixon-in-house-counsel-project-manager/,TRUE
https://www.civicore.com/about/daniel-pierce-vp-of-engineering/,TRUE
https://www.civicore.com/about/data-security/,TRUE
https://www.civicore.com/about/deane-venske-software-engineer/,TRUE
https://www.civicore.com/about/eliel-villalobos-solutions-engineer/,TRUE
https://www.civicore.com/about/erin-hackman-customer-success-manager/,TRUE
https://www.civicore.com/about/jacob-hampton-software-engineer-2/,TRUE
https://www.civicore.com/about/jacob-hampton-software-engineer/,TRUE
https://www.civicore.com/about/jenna-kotyk-project-manager/,TRUE
https://www.civicore.com/about/jon-denzler-project-manager/,TRUE
https://www.civicore.com/about/jordan-brown-sales-marketing-manager-2/,TRUE
https://www.civicore.com/about/jordan-brown-sales-marketing-manager/,TRUE
https://www.civicore.com/about/kasey-pearce-vp-of-operations/,TRUE
https://www.civicore.com/about/kelsey-customer-success-associate/,TRUE
https://www.civicore.com/about/libby-patch-solutions-engineer/,TRUE
https://www.civicore.com/about/maelynn-brown-customer-success-associate/,TRUE
https://www.civicore.com/about/marc-bromberg-director-of-sales/,TRUE
https://www.civicore.com/about/mark-forward-vp-of-projects/,TRUE
https://www.civicore.com/about/matt-lavallee-ui-ux-designer/,TRUE
https://www.civicore.com/about/mk-holody-project-manager/,TRUE
https://www.civicore.com/about/rachel-sullivan-project-manager/,TRUE
https://www.civicore.com/about/ryan-rees-project-manager/,TRUE
https://www.civicore.com/about/sam-may-solutions-engineer/,TRUE
https://www.civicore.com/about/sarah-whelan-project-manager/,TRUE
https://www.civicore.com/about/tj-bowen-vp-of-products/,TRUE
https://www.civicore.com/blog/2017-civicore-giving-collaborative/,TRUE
https://www.civicore.com/blog/2018-amazing-raise-giving-day/,TRUE
https://www.civicore.com/blog/2018-colorado-gives-day-event/,TRUE
https://www.civicore.com/blog/2018-north-texas-giving-day-event-is-here/,TRUE
https://www.civicore.com/blog/2018-north-texas-giving-day/,TRUE
https://www.civicore.com/blog/3-creative-ways-to-grow-your-giving-day/,TRUE
https://www.civicore.com/blog/4-new-rebuilding-together-affiliates-partner-with-civicore/,TRUE
https://www.civicore.com/blog/40-million-raised-for-local-nonprofits-in-2018/,TRUE
https://www.civicore.com/blog/5th-annual-omaha-gives-event/,TRUE
https://www.civicore.com/blog/65-hour-giving-event-to-benefit-seniors/,TRUE
https://www.civicore.com/blog/7-ways-to-rally-your-community-for-gives-day-success/,TRUE
https://www.civicore.com/blog/8-ways-to-spice-up-your-giving-day/,TRUE
https://www.civicore.com/blog/a-month-of-giving-in-nebraska/,TRUE
https://www.civicore.com/blog/amplify-austin-2015-reaches-7-7-million/,TRUE
https://www.civicore.com/blog/amplify-austin-2018-online-giving-event/,TRUE
https://www.civicore.com/blog/amplify-austin-day/,TRUE
https://www.civicore.com/blog/amplify-austin-tx-breaks-record-5-7-million-raised/,TRUE
https://www.civicore.com/blog/amplify-austin/,TRUE
https://www.civicore.com/blog/another-record-breaking-day-colorado-gives/,TRUE
https://www.civicore.com/blog/applied-trust/,TRUE
https://www.civicore.com/blog/april-was-national-rebuilding-month/,TRUE
https://www.civicore.com/blog/arizona-gives-day-innovates-with-peer-to-peer-fundraising/,TRUE
https://www.civicore.com/blog/arizona-gives-day-is-on-the-horizon/,TRUE
https://www.civicore.com/blog/arts-people-joins-the-neon-one-family/,TRUE
https://www.civicore.com/blog/atlanta-victim-assistance-goes-live-with-civicore-victim-services/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/10/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/11/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/12/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/13/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/14/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/15/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/16/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/2/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/3/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/4/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/5/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/6/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/7/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/8/,TRUE
https://www.civicore.com/blog/author/cnaumercivicore-com/page/9/,TRUE
https://www.civicore.com/blog/author/courtney-chatterton/,TRUE
https://www.civicore.com/blog/author/jordan-brown/,TRUE
https://www.civicore.com/blog/author/jordan-brown/page/2/,TRUE
https://www.civicore.com/blog/author/jordan-brown/page/3/,TRUE
https://www.civicore.com/blog/author/jordan-brown/page/4/,TRUE
https://www.civicore.com/blog/author/ronnie-gomez/,TRUE
https://www.civicore.com/blog/author/tjcivicore-com/,TRUE
https://www.civicore.com/blog/before-you-hit-send-email-marketing-planning-and-strategy/,TRUE
