url,status,crawl_status
https://www2.neoncrm.com/nc-personal-demo,200,finished
https://support.neoncrm.com/hc/en-us/articles/115003728748-Secure-More-Support-Inspire-Engage-with-Event-Text-Reminders,200,finished
http://smartwealthdaily.com/nonprofits-need-marketing-automation-lead-liaison-knows-why/,200,finished
http://betterdailywealth.com/nonprofits-need-marketing-automation-lead-liaison-knows-why/,200,finished
https://www.leadliaison.com/press-releases/nonprofits-need-marketing-automation-lead-liaison-knows-why/,200,finished
http://www.marketingautomations.com/2017/12/05/nonprofits-need-marketing-automation-lead-liaison-knows-why/,200,finished
https://itunes.apple.com/us/app/neon-crm/id887775281,200,finished
https://play.google.com/store/apps/details,404,finished
https://www.facebook.com/NeonCRM,200,finished
https://twitter.com/NeonCRM,200,finished
https://plus.google.com/+NeonCRMbyZ2SystemsIncChicago,200,finished
https://www.linkedin.com/company/z2-systems,999,finished
https://support.neoncrm.com/hc/en-us,200,finished
https://developer.neoncrm.com/,200,finished
https://app.arts-people.com/login.php,200,finished
https://www.facebook.com/artstothepeople,404,finished
https://twitter.com/arts_people,200,finished
https://www.linkedin.com/company-beta/286178/,200,finished
https://www.youtube.com/channel/UCdRNfnY16gHpDuZdgGjt4Jw/,200,finished
https://www.instagram.com/arts_people,200,finished
https://rallybound.statuspage.io/,200,finished
https://helpdesk.rallybound.com/display/KB,200,finished
https://admin.rallybound.com,200,finished
https://wordpress.org/,200,finished
https://www.youtube.com/playlist,200,finished
https://www.facebook.com/NeonOneTech/,200,finished
https://twitter.com/neononetech,200,finished
https://www.linkedin.com/company/neonone/,999,finished
https://www.youtube.com/user/TheRallyBound,200,finished
http://www.facebook.com/charitydynamics,200,finished
http://www.twitter.com/charitydynamics,200,finished
https://www.instagram.com/charitydynamics/,200,finished
http://www.facebook.com/sharer.php,200,finished
https://twitter.com/intent/tweet,200,finished
https://plus.google.com/share,200,finished
http://www.linkedin.com/shareArticle,200,finished
https://www.facebook.com/CiviCore/,404,finished
https://twitter.com/civicore/,200,finished
https://www.linkedin.com/company/civicore,999,finished
https://www.coloradogives.org/,200,finished
http://communityfirstfoundation.org/,200,finished
https://www.youtube.com/channel/UC_SPy8O03YHowtttaeHZR1w,200,finished
http://www.patrickspike.com,200,finished
http://www.callmephoebe.com,200,finished
https://www.instagram.com/arts_people/,200,finished
https://www.youtube.com/channel/UCQUOxG3uXB3h-336pPPnFGA,200,finished
https://www.salesforce.com/dreamforce/,200,finished
https://success.salesforce.com/sessions,200,finished
https://teamsierra.org,200,finished
https://give.nephcure.org/,200,finished
https://rallybound.cmail20.com/t/i-i-nlkjdid-l-d/,200,finished
https://2018setcconvention.sched.com/marcross@artspeople,200,finished
https://2018setcconvention.sched.com/jon@artspeople,200,finished
https://calendly.com/artspeople/10minuteboothchat/03-08-2018,200,finished
https://www.setc.org/,200,finished
https://www.setc.org/convention/,200,finished
http://givingtuesday.org/,200,finished
https://blackpearlmarketingsite.wordpress.com/2017/11/28/how-sme-can-take-advantage-of-givingtuesday/,200,finished
https://www.surveysampling.com/blog/last-minute-holiday-shopper-2017-insights-revealed/,404,finished
"http://en.wikipedia.org/wiki/Linares,_Ja%C3%A9n",200,finished
http://www.streetartutopia.com/,200,finished
http://whitemanbrothers.com/,200,finished
https://instagram.com/megaguire/,200,finished
http://people.wku.edu/charles.smith/MALVINA/homep.htm,200,finished
http://octaviabutler.org/,errored,finished
http://www.mentoring.org/,200,finished
http://www.mentoring.org/program_resources/elements_and_toolkits,404,finished
http://www.mentoring.org/program_resources/mentoring-program-management-software,404,finished
https://appexchange.salesforce.com/listingDetail,404,finished
http://blog.rallybound.com/post/68193684664/salesforce-app-and-integration,404,finished
http://cloud4good.com/announcements/salesforce-peer-peer-fundraising-e-book/,200,finished
https://cc.readytalk.com/cc/s/registrations/new,500,finished
https://www.northtexasgivingday.org/,200,finished
https://www.cftexas.org/,200,finished
https://www.youtube.com/channel/UCdRNfnY16gHpDuZdgGjt4Jw,200,finished
http://www.playwriteinc.org/,200,finished
http://www.cathexispartners.com/,200,finished
http://discover.rallybound.com/data-migration-nonprofit-fundraising-video/,404,finished
http://pearmentor.org/,200,finished
http://www.tcg.org/,errored,finished
https://helpdesk.rallybound.com/display/KB/One-Click+Donations,200,finished
http://www.crayon.co/,200,finished
http://blog.rallybound.com/post/100755034510/centralization-the-benefits-of-integration,404,finished
http://www.charitydynamics.com/solutions/boundless-fundraising/,200,finished
http://my.charitydynamics.com/2015-RB_CD-Integration-Webinar_Registration.html,200,finished
http://blog.rallybound.com/post/129294237345/how-salesforce-rallybound-strengthen-long-term,404,finished
http://www.piperreport.com/blog/2013/01/07/health-insurance-exchanges-cms-guidance-state-partnership-exchanges/,200,finished
https://www.gobiggive.org/,200,finished
https://www.fremontareabiggive.org/,200,finished
https://www.facfoundation.org/,200,finished
